ip_split1,ip_split2,ip_split3,ip_split4
24,90,103,32
24,90,103,210
24,90,103,254
24,90,103,102
24,90,103,82
24,90,103,88
24,90,103,120
24,90,103,119
24,90,103,62
24,90,103,104
24,90,103,68
24,90,103,127
24,90,103,175
24,90,103,137
24,90,103,236
24,90,103,27
24,90,107,159
24,90,107,110
24,90,107,26
24,90,107,148
24,90,107,252
24,90,107,239
24,90,107,141
24,90,107,169
24,90,107,231
24,90,107,37
24,90,107,203
24,90,107,99
24,90,107,170
24,90,107,73
24,90,107,142
24,90,107,249
24,90,107,34
24,90,107,58
24,90,107,69
24,90,139,149
24,90,139,2
24,90,139,238
24,90,139,135
24,90,139,53
24,90,139,174
24,90,139,61
24,90,139,1
24,90,139,179
24,90,139,14
24,90,139,91
24,90,139,153
24,90,139,129
24,90,139,156
24,90,139,87
24,90,139,66
24,90,139,195
24,90,139,118
24,90,141,31
24,90,141,22
24,90,141,230
24,90,141,199
24,90,141,122
24,90,141,214
24,90,141,162
24,90,141,130
24,90,141,36
24,90,141,154
24,90,141,7
24,90,141,69
24,90,141,161
24,90,141,125
24,90,141,193
24,90,141,224
24,90,141,173
24,90,141,68
24,90,141,119
24,90,141,233
24,90,141,170
24,90,208,148
24,90,208,160
24,90,208,36
24,90,208,70
24,90,208,101
24,90,208,49
24,90,208,194
24,90,208,13
24,90,208,67
24,90,208,95
24,90,208,8
24,90,208,121
24,90,208,106
24,90,208,174
24,90,208,38
24,90,208,239
24,90,208,56
24,90,208,39
24,90,208,6
24,90,208,111
24,90,208,169
24,90,208,139
24,90,208,206
24,90,208,204
24,90,208,92
24,90,211,254
24,90,211,13
24,90,211,112
24,90,211,149
24,90,211,109
24,90,211,188
24,90,211,253
24,90,211,21
24,90,211,59
24,90,211,38
24,90,211,194
24,90,211,213
24,90,211,20
24,90,211,7
24,90,211,98
24,90,211,104
24,90,211,78
24,90,211,11
24,90,211,195
24,90,211,95
24,90,231,70
24,90,231,80
24,90,231,3
24,90,231,68
24,90,231,112
24,90,231,191
24,90,231,61
24,90,231,100
24,90,231,244
24,90,231,212
24,90,231,42
24,90,231,45
24,90,231,131
24,90,231,227
24,90,231,34
24,90,231,198
24,90,231,193
24,90,231,196
24,90,231,117
24,90,231,101
24,90,231,208
24,90,231,178
24,90,231,182
24,90,231,169
24,90,231,246
24,90,235,248
24,90,235,97
24,90,235,105
24,90,235,42
24,90,235,9
24,90,235,16
24,90,235,202
24,90,235,117
24,90,235,98
24,90,235,158
24,90,235,38
24,90,235,221
24,90,235,220
24,90,235,133
24,90,235,175
24,90,235,145
24,90,235,210
24,90,235,161
24,90,235,13
24,90,235,37
24,90,235,163
24,90,235,211
24,90,235,243
24,90,235,35
24,90,235,241
24,90,235,121
24,90,236,79
24,90,236,237
24,90,236,201
24,90,236,7
24,90,236,192
24,90,236,98
24,90,236,139
24,90,236,208
24,90,236,134
24,90,236,73
24,90,236,34
24,90,236,197
24,90,236,82
24,90,236,190
24,90,236,203
24,90,236,101
24,90,236,210
24,90,236,168
24,90,236,186
24,90,253,147
24,97,127,162
24,97,185,146
24,97,203,214
24,97,203,236
24,97,204,107
24,103,1,82
24,103,1,198
24,103,1,206
24,103,1,211
24,103,1,254
24,103,3,18
24,103,4,50
24,103,5,130
24,103,7,170
24,103,7,182
24,103,7,187
24,103,8,190
24,103,11,38
24,103,11,162
24,103,13,142
24,103,15,62
24,103,15,66
24,103,22,62
24,103,22,91
24,103,24,142
24,103,25,98
24,103,25,206
24,103,26,190
24,103,31,22
24,103,31,94
24,103,32,134
24,103,35,98
24,103,41,140
24,103,42,52
24,103,44,138
24,103,47,122
24,103,47,226
24,103,51,58
24,103,57,14
24,103,59,238
24,103,63,194
24,103,66,34
24,103,69,90
24,103,69,254
24,103,72,162
24,103,73,74
24,103,73,110
24,103,75,226
24,103,83,235
24,103,84,70
24,103,88,138
24,103,89,93
24,103,89,130
24,103,90,98
24,103,90,146
24,103,91,82
24,103,92,242
24,103,98,162
24,103,99,238
24,103,105,46
24,103,108,130
24,103,108,186
24,103,109,243
24,103,116,202
24,103,121,155
24,103,228,70
24,103,229,70
24,103,231,250
24,103,234,130
24,103,234,218
24,103,238,189
24,103,243,14
24,103,245,67
24,103,246,118
24,103,254,34
24,103,254,163
24,104,242,197
24,104,242,174
24,104,242,97
24,104,242,22
24,104,242,49
24,104,242,4
24,104,242,164
24,104,242,145
24,104,242,167
24,104,242,251
24,104,242,85
24,104,242,192
24,104,242,45
24,104,242,74
24,104,242,159
24,104,242,154
24,104,242,201
24,104,242,151
24,104,242,193
24,104,242,131
24,104,242,156
24,104,242,146
24,104,243,205
24,104,243,72
24,104,243,161
24,104,243,241
24,104,243,29
24,104,243,14
24,104,243,85
24,104,243,148
24,104,243,86
24,104,243,67
24,104,243,65
24,104,243,28
24,104,243,70
24,104,243,213
24,104,243,212
24,104,243,109
24,104,243,119
24,104,243,165
24,104,246,223
24,104,246,128
24,104,246,123
24,104,246,211
24,104,246,21
24,104,246,17
24,104,246,92
24,104,246,133
24,104,246,53
24,104,246,94
24,104,246,127
24,104,246,82
24,104,246,30
24,104,246,40
24,104,246,162
24,104,246,64
24,104,246,207
24,104,246,151
24,104,246,230
24,104,246,226
24,104,246,237
24,104,246,27
24,104,246,105
24,104,246,165
24,104,247,70
24,104,247,85
24,104,247,210
24,104,247,204
24,104,247,132
24,104,247,72
24,104,247,125
24,104,247,151
24,104,247,110
24,104,247,241
24,104,247,45
24,104,247,138
24,104,247,140
24,104,247,53
24,104,247,74
24,104,247,216
24,104,247,118
24,104,247,232
24,104,247,163
24,104,247,135
24,104,247,164
24,104,247,152
24,104,247,73
24,104,247,54
24,104,247,49
24,104,247,147
24,104,247,15
24,104,247,255
24,104,247,244
24,104,247,215
24,104,251,189
24,104,251,250
24,104,251,221
24,104,251,251
24,104,251,255
24,104,251,43
24,104,251,188
24,104,251,168
24,104,251,64
24,104,251,133
24,104,251,226
24,104,251,214
24,104,251,150
24,104,251,146
24,104,251,107
24,104,251,126
24,104,251,45
24,104,251,70
24,104,251,99
24,104,251,7
24,104,251,120
24,104,251,200
24,104,251,85
24,104,251,57
24,104,251,9
24,104,251,249
24,104,251,39
24,104,251,215
24,104,254,14
24,104,254,53
24,104,254,172
24,104,254,159
24,104,254,238
24,104,254,153
24,104,254,144
24,104,254,155
24,104,254,33
24,104,254,74
24,104,254,138
24,104,254,9
24,104,254,227
24,104,254,24
24,104,254,96
24,104,254,211
24,104,254,46
24,104,254,39
24,104,254,57
24,104,254,121
24,104,254,146
24,104,254,183
24,104,254,154
24,104,254,193
24,104,254,49
24,104,254,73
24,104,254,184
24,104,254,220
24,104,254,126
24,104,254,78
24,104,254,15
24,104,254,35
24,104,254,215
24,104,254,166
24,104,254,48
24,104,254,158
24,104,254,108
24,104,254,150
24,104,255,34
24,104,255,104
24,104,255,183
24,104,255,55
24,104,255,192
24,104,255,103
24,104,255,85
24,104,255,93
24,104,255,159
24,104,255,10
24,104,255,54
24,104,255,253
24,104,255,129
24,104,255,144
24,104,255,229
24,104,255,79
24,104,255,217
24,104,255,236
24,104,255,124
24,104,255,130
24,104,255,97
24,104,255,136
24,104,255,186
24,104,255,123
24,104,255,98
24,104,255,107
24,104,255,143
24,104,255,121
24,105,129,74
24,105,131,58
24,105,135,18
24,105,136,195
24,105,136,222
24,105,139,118
24,105,140,66
24,105,147,114
24,105,149,190
24,105,150,98
24,105,150,154
24,105,156,34
24,105,158,166
24,105,158,170
24,136,102,254
24,136,103,202
24,136,106,50
24,136,109,186
24,136,112,14
24,136,112,130
24,136,113,210
24,136,115,14
24,136,116,106
24,136,117,51
24,136,120,186
24,136,125,142
24,136,126,51
24,157,50,218
24,157,52,162
24,164,137,171
24,164,137,66
24,164,137,231
24,164,137,192
24,164,137,52
24,164,137,228
24,164,137,31
24,164,137,213
24,164,137,215
24,164,137,7
24,164,137,98
24,164,137,8
24,164,137,0
24,164,137,128
24,164,137,139
24,164,137,245
24,164,137,205
24,164,137,29
24,164,137,142
24,164,137,65
24,164,137,47
24,164,137,116
24,164,137,100
24,164,141,122
24,164,141,222
24,164,141,35
24,164,141,125
24,164,141,235
24,164,141,80
24,164,141,204
24,164,141,228
24,164,141,177
24,164,141,121
24,164,141,9
24,164,141,225
24,164,141,232
24,164,141,196
24,164,141,255
24,164,141,237
24,164,143,215
24,164,143,172
24,164,143,127
24,164,143,60
24,164,143,36
24,164,143,178
24,164,143,40
24,164,143,150
24,164,143,254
24,164,143,226
24,164,143,126
24,164,143,186
24,164,143,177
24,164,143,246
24,164,143,169
24,164,143,166
24,164,143,193
24,164,143,43
24,168,64,222
24,168,64,189
24,168,64,83
24,168,84,89
24,168,84,73
24,168,84,106
24,168,84,170
24,168,84,209
24,168,84,2
24,168,84,146
24,168,84,69
24,168,84,158
24,168,84,65
24,168,84,157
24,168,84,243
24,168,121,153
24,168,124,234
24,187,227,10
24,187,247,74
24,193,9,243
24,193,9,70
24,193,9,164
24,193,9,246
24,193,9,226
24,193,9,207
24,193,11,135
24,193,11,19
24,193,11,205
24,193,11,243
24,193,11,175
24,193,11,184
24,193,11,2
24,193,11,35
24,193,11,139
24,193,11,212
24,193,11,40
24,193,11,203
24,193,11,86
24,193,11,70
24,193,11,48
24,193,12,54
24,193,12,112
24,193,12,227
24,193,12,36
24,193,12,48
24,193,12,140
24,193,12,124
24,193,12,94
24,193,12,80
24,193,12,97
24,193,15,179
24,193,15,130
24,193,15,66
24,193,15,39
24,193,15,134
24,193,15,220
24,193,15,224
24,193,15,124
24,193,15,121
24,193,15,195
24,193,15,96
24,193,32,125
24,193,32,31
24,193,32,97
24,193,32,70
24,193,32,169
24,193,32,163
24,193,32,100
24,193,32,204
24,193,32,112
24,193,32,50
24,193,32,36
24,193,32,182
24,193,32,68
24,193,32,250
24,193,32,96
24,193,32,200
24,193,35,123
24,193,35,142
24,193,35,198
24,193,35,99
24,193,35,231
24,193,35,128
24,193,35,6
24,193,35,220
24,193,35,249
24,193,35,115
24,193,35,74
24,193,35,44
24,193,35,154
24,193,35,111
24,193,35,68
24,193,35,216
24,193,35,228
24,193,53,178
24,193,53,155
24,193,53,224
24,193,53,144
24,193,53,146
24,193,53,237
24,193,53,188
24,193,53,122
24,193,53,110
24,193,53,109
24,193,53,70
24,193,53,143
24,193,53,44
24,193,53,130
24,193,53,95
24,193,53,153
24,193,53,238
24,193,53,202
24,193,53,241
24,193,53,220
24,193,53,45
24,193,53,101
24,193,53,73
24,193,55,123
24,193,77,60
24,193,161,245
24,193,161,75
24,193,161,178
24,193,161,236
24,193,161,255
24,193,161,198
24,193,161,187
24,193,161,110
24,193,161,46
24,193,161,96
24,193,161,247
24,193,161,132
24,193,161,244
24,193,161,221
24,193,161,9
24,193,161,117
24,193,161,216
24,193,161,0
24,193,161,92
24,193,161,109
24,193,161,67
24,193,161,31
24,193,161,188
24,193,161,123
24,193,161,8
24,193,161,14
24,193,167,66
24,193,167,146
24,193,167,69
24,193,167,170
24,193,167,55
24,193,167,139
24,193,167,184
24,193,167,53
24,193,192,11
24,193,195,67
24,193,195,66
24,193,210,215
24,193,218,157
24,193,218,164
24,193,218,107
24,193,218,95
24,193,218,113
24,193,218,74
24,193,218,196
24,193,218,148
24,193,218,52
24,193,218,153
24,193,218,242
24,193,218,100
24,193,218,98
24,193,218,229
24,193,218,136
24,193,218,65
24,193,218,120
24,193,218,96
24,193,218,28
24,193,218,255
24,193,218,46
24,193,218,78
24,193,218,2
24,193,218,133
24,193,218,228
24,193,218,77
24,193,218,38
24,193,218,220
24,193,218,209
24,193,218,54
24,193,218,99
24,193,218,170
24,193,218,37
24,193,218,41
24,193,218,207
24,193,218,194
24,193,235,105
24,193,235,170
24,193,235,52
24,193,235,177
24,193,235,30
24,193,235,135
24,193,235,87
24,193,235,120
24,193,235,208
24,193,235,224
24,193,235,187
24,193,235,108
24,193,235,248
24,193,235,36
24,193,235,0
24,193,235,51
24,193,235,45
24,193,235,26
24,193,235,95
24,193,235,59
24,193,235,128
24,193,235,1
24,193,235,112
24,193,235,23
24,193,235,228
24,193,235,39
24,193,235,114
24,193,235,56
24,193,235,42
24,193,235,96
24,193,235,166
24,193,236,63
24,193,236,34
24,193,236,13
24,193,236,175
24,193,236,27
24,193,236,109
24,193,236,83
24,193,236,113
24,193,236,106
24,193,236,235
24,193,236,104
24,193,236,154
24,193,236,62
24,193,236,204
24,193,236,247
24,193,236,52
24,193,236,242
24,193,236,95
24,193,236,49
24,193,236,1
24,193,236,224
24,193,236,245
24,193,236,145
24,193,236,151
24,193,236,98
24,193,236,89
24,193,236,84
24,193,236,90
24,193,236,177
24,193,236,200
24,193,236,219
24,193,236,86
24,193,236,81
24,193,236,16
24,193,236,226
24,193,236,25
24,193,236,11
24,193,236,166
24,193,237,89
24,193,237,62
24,193,237,98
24,193,237,112
24,193,237,234
24,193,237,170
24,193,237,181
24,193,237,175
24,193,237,126
24,193,237,57
24,193,237,111
24,193,237,38
24,193,237,102
24,193,237,65
24,193,237,91
24,193,237,164
24,193,237,68
24,193,237,210
24,193,237,219
24,193,237,83
24,193,237,94
24,193,237,34
24,193,237,174
24,193,237,26
24,193,237,157
24,193,237,100
24,193,237,250
24,193,237,4
24,193,237,47
24,193,237,75
24,193,237,241
24,193,237,53
24,193,237,253
24,193,237,25
24,193,237,160
24,193,237,254
24,213,160,18
24,213,163,114
24,213,170,178
24,213,178,30
24,213,178,58
24,213,178,174
24,213,182,186
24,246,102,82
24,246,117,212
37,72,175,119
38,86,167,146
38,88,4,82
38,88,8,62
38,88,62,26
38,88,62,130
38,88,62,154
38,88,146,122
38,88,146,226
38,88,147,2
38,88,147,122
38,88,147,138
38,88,151,98
38,88,182,2
38,88,183,195
38,88,186,234
38,88,186,186
38,88,198,43
38,88,198,181
38,88,198,130
38,88,198,98
38,88,199,226
38,88,200,67
38,88,200,206
38,88,201,10
38,88,201,18
38,88,210,18
38,88,211,82
38,88,219,146
38,88,219,226
38,88,236,130
38,88,236,2
38,88,236,50
38,88,237,34
38,88,237,26
38,88,254,171
38,88,254,198
38,94,130,158
38,94,131,34
38,94,132,214
38,94,153,194
38,94,157,18
38,94,158,178
38,94,158,195
38,94,158,210
38,94,166,194
38,96,129,40
38,96,130,65
38,96,132,210
38,96,145,50
38,96,155,210
38,96,171,146
38,96,171,14
38,96,177,5
38,96,178,234
38,96,181,130
38,96,187,26
38,96,187,162
38,98,69,210
38,98,70,18
38,98,72,2
38,98,78,2
38,98,79,6
38,98,85,34
38,98,97,34
38,98,105,29
38,98,105,18
38,98,115,98
38,98,117,46
38,98,118,114
38,100,162,10
38,104,66,202
38,104,66,226
38,104,67,38
38,104,67,126
38,104,69,34
38,104,69,90
38,104,70,30
38,104,172,198
38,104,188,66
38,104,189,10
38,104,190,38
38,104,191,198
38,104,201,138
38,104,202,218
38,104,202,210
38,104,203,234
38,104,226,165
38,104,246,178
38,104,246,166
38,104,246,234
38,105,161,14
38,105,171,106
38,105,180,12
38,105,187,251
38,105,191,10
38,105,191,34
38,105,193,50
38,105,198,58
38,105,203,98
38,105,215,220
38,105,216,2
38,105,223,146
38,105,223,130
38,105,236,251
38,105,239,23
38,105,241,66
38,105,241,114
38,105,242,61
38,105,245,210
38,108,106,98
38,108,205,234
38,108,207,200
38,108,224,18
38,108,239,5
38,108,246,145
38,109,64,194
38,109,64,226
38,109,67,241
38,112,44,90
38,112,44,250
38,117,157,198
38,117,157,120
38,117,157,37
38,117,157,9
38,117,158,89
38,117,159,53
38,117,159,42
38,117,159,43
38,117,159,4
38,121,128,170
38,121,134,138
38,121,144,138
38,121,169,242
38,121,175,82
38,121,179,114
38,121,185,146
38,121,237,87
38,122,10,178
38,122,10,138
38,122,10,210
38,122,10,242
38,122,11,242
38,122,13,206
38,122,15,146
38,122,15,66
38,122,144,250
38,122,191,158
38,122,191,186
38,122,224,138
38,122,224,154
38,122,224,162
38,122,225,42
38,122,227,242
38,122,227,252
38,122,240,179
38,122,240,10
38,125,4,154
38,125,28,66
38,125,36,34
38,125,43,18
38,125,43,66
38,125,127,98
38,125,162,34
38,125,184,50
38,125,194,10
38,125,194,14
38,125,194,67
38,126,129,42
38,126,135,66
38,126,142,225
38,140,0,122
38,140,1,98
38,140,2,242
38,140,2,186
38,140,2,178
38,140,3,34
38,140,3,2
38,140,20,26
38,140,21,206
38,140,21,230
38,140,21,170
38,140,34,58
38,140,34,34
38,140,34,179
38,140,36,130
38,140,36,106
38,140,37,43
38,140,37,58
38,140,39,2
38,140,39,22
38,140,96,82
38,140,96,138
38,140,114,34
38,140,114,146
38,140,114,171
38,140,114,218
38,140,121,98
38,140,130,146
38,140,131,68
38,140,162,210
38,140,163,154
38,140,163,118
38,140,181,50
38,140,181,34
38,140,244,242
38,140,244,140
38,140,245,210
38,140,245,2
38,140,246,186
38,140,250,226
38,140,250,26
38,140,250,50
38,140,251,122
38,140,251,186
38,140,255,43
38,140,255,90
38,140,255,218
38,142,116,170
38,142,116,42
38,142,116,18
38,142,117,98
38,142,117,162
38,142,117,186
38,142,117,114
38,142,118,28
38,142,119,26
38,142,140,98
38,142,140,186
38,142,141,90
38,142,141,58
38,142,141,82
38,142,141,43
38,142,142,34
38,142,142,122
38,142,143,114
38,142,143,178
38,142,143,66
38,142,143,2
38,142,204,122
38,142,204,226
38,142,204,218
38,142,204,202
38,142,204,162
38,142,205,10
38,142,205,226
40,139,222,142
45,63,16,242
45,74,35,44
45,74,35,150
45,74,35,230
45,74,35,48
45,74,35,13
45,74,35,149
45,74,35,134
45,74,35,12
45,74,35,179
45,74,35,244
45,74,35,58
45,74,35,196
45,74,35,67
45,74,35,161
45,74,35,113
45,77,107,219
47,17,148,238
47,17,149,63
47,17,149,21
47,17,149,92
47,17,151,212
47,17,152,244
47,17,155,169
47,19,88,170
47,19,182,230
47,21,128,122
47,21,132,43
47,22,137,43
47,22,142,202
47,22,148,146
47,22,152,198
47,23,5,108
47,23,52,210
47,23,131,210
47,23,133,210
47,23,147,250
47,23,162,10
47,23,169,114
47,23,185,219
50,59,135,50
50,74,2,130
50,74,3,82
50,74,3,186
50,74,3,238
50,74,4,187
50,74,5,178
50,74,7,219
50,74,14,150
50,74,14,170
50,74,15,254
50,74,17,202
50,74,18,82
50,74,22,90
50,74,22,106
50,74,25,34
50,74,30,26
50,74,35,254
50,74,36,110
50,74,36,186
50,74,37,130
50,74,43,19
50,74,43,114
50,74,45,126
50,74,49,50
50,74,53,10
50,74,53,116
50,74,53,114
50,74,53,242
50,74,54,150
50,74,56,74
50,74,60,238
50,74,67,162
50,74,69,162
50,74,74,114
50,74,76,115
50,74,76,212
50,74,79,194
50,74,82,210
50,74,88,202
50,74,93,90
50,74,95,210
50,74,96,10
50,74,97,19
50,74,97,206
50,74,99,202
50,74,99,254
50,74,100,146
50,74,102,42
50,74,102,82
50,74,106,86
50,74,107,220
50,74,108,154
50,74,114,34
50,74,115,146
50,74,115,210
50,74,116,90
50,74,124,106
50,74,124,202
50,74,126,2
50,74,126,179
50,74,128,70
50,74,129,154
50,74,132,98
50,74,133,30
50,74,133,34
50,74,133,226
50,74,134,58
50,74,137,50
50,74,139,238
50,74,140,50
50,74,145,105
50,74,145,138
50,74,148,214
50,74,149,198
50,74,153,181
50,74,153,246
50,74,157,37
50,74,157,102
50,74,157,156
50,74,158,146
50,74,159,234
50,74,160,10
50,74,161,246
50,74,163,78
50,74,166,218
50,74,167,210
50,74,169,162
50,74,170,242
50,74,173,114
50,74,174,227
50,74,176,154
50,74,179,26
50,74,179,70
50,74,179,106
50,74,179,162
50,74,180,131
50,74,180,242
50,74,182,146
50,74,187,154
50,74,187,166
50,74,190,178
50,74,193,142
50,74,194,30
50,74,194,194
50,74,195,82
50,74,197,93
50,74,197,213
50,74,198,54
50,74,199,90
50,74,200,82
50,74,200,234
50,74,204,226
50,74,205,82
50,74,205,178
50,74,210,62
50,74,211,50
50,74,211,210
50,74,213,66
50,74,222,66
50,74,227,74
50,74,228,134
50,74,230,106
50,74,230,154
50,74,233,146
50,74,236,10
50,74,237,250
50,74,240,238
50,74,247,106
50,74,248,254
50,74,249,42
50,74,252,250
50,74,254,250
50,74,255,42
50,75,205,202
50,75,208,86
50,75,213,82
50,75,213,134
50,75,214,66
50,75,216,12
50,75,216,93
50,75,216,178
50,75,223,2
50,75,224,50
50,75,228,206
50,75,235,138
50,75,238,146
50,75,239,82
50,75,239,146
50,75,240,42
50,75,244,26
50,75,249,181
52,119,74,234
52,119,80,205
52,119,80,218
52,119,80,244
52,119,80,203
52,119,80,130
52,119,80,209
52,119,82,82
52,119,82,202
52,119,82,242
52,119,82,146
52,119,89,135
52,144,44,244
52,144,44,141
52,144,46,246
52,144,47,205
52,144,47,34
52,144,47,118
52,144,47,72
63,40,15,23
63,70,89,4
63,76,66,126
63,88,3,11
63,88,3,16
63,116,49,146
63,116,214,50
63,117,3,38
63,117,3,53
63,117,15,178
63,117,124,116
63,139,102,132
63,151,158,234
63,158,218,155
63,158,218,179
63,237,147,10
64,7,3,106
64,35,37,58
64,35,39,42
64,35,102,202
64,47,76,45
64,49,66,38
64,49,66,54
64,49,84,18
64,49,93,138
64,49,93,196
64,49,93,213
64,49,96,58
64,49,97,66
64,61,8,18
64,61,17,186
64,61,21,194
64,61,23,180
64,61,72,106
64,61,77,98
64,61,84,112
64,61,84,133
64,61,84,136
64,61,84,209
64,61,92,114
64,61,94,194
64,61,95,211
64,61,118,67
64,61,122,171
64,61,147,74
64,61,152,131
64,61,161,186
64,61,165,238
64,61,167,75
64,61,171,66
64,61,185,2
64,61,187,250
64,61,189,162
64,69,101,218
64,78,255,186
64,78,255,242
64,105,120,190
64,105,122,82
64,111,67,166
64,111,70,54
64,111,70,165
64,111,76,168
64,111,76,122
64,111,76,104
64,111,76,254
64,111,79,130
64,111,79,181
64,115,76,34
64,115,80,194
64,115,158,166
64,115,158,168
64,115,164,70
64,124,141,254
64,128,167,198
64,128,167,186
64,132,179,30
64,132,211,162
64,145,79,73
64,145,79,214
64,145,79,223
64,145,79,149
64,145,79,138
64,205,241,178
65,51,87,101
65,51,107,162
65,51,113,194
65,51,139,194
65,51,216,42
65,51,216,78
65,51,216,50
65,51,216,44
65,78,1,10
65,78,1,64
65,78,1,84
65,78,1,91
65,78,1,98
65,78,1,101
65,78,1,128
65,78,1,166
65,78,1,179
65,78,1,191
65,78,1,195
65,78,1,216
65,78,1,229
65,78,1,251
65,78,1,252
65,78,4,70
65,78,4,86
65,78,4,126
65,78,4,179
65,78,4,193
65,78,4,194
65,78,4,197
65,78,4,204
65,78,4,218
65,78,4,233
65,78,4,245
65,78,5,9
65,78,5,58
65,78,5,82
65,78,5,94
65,78,5,101
65,78,5,147
65,78,5,165
65,78,5,178
65,78,5,183
65,78,5,225
65,78,5,236
65,78,5,242
65,78,8,59
65,78,8,68
65,78,8,69
65,78,8,79
65,78,8,82
65,78,8,94
65,78,8,156
65,78,8,169
65,78,8,211
65,78,8,228
65,78,8,229
65,78,13,31
65,78,13,24
65,78,13,210
65,78,13,196
65,78,13,234
65,78,13,205
65,78,13,15
65,78,13,82
65,78,13,142
65,78,13,41
65,78,13,162
65,112,97,70
65,115,8,154
65,196,51,243
65,198,108,82
65,200,162,5
65,200,190,122
65,204,21,171
65,204,29,4
65,206,26,242
65,209,100,62
65,211,26,42
65,211,56,154
65,215,7,182
65,220,64,138
65,220,118,82
65,223,255,82
65,242,173,122
65,242,177,194
65,244,77,2
65,246,174,98
65,254,1,10
65,254,1,142
65,254,4,106
65,254,8,42
65,254,10,186
66,9,129,114
66,23,202,21
66,37,35,226
66,43,75,210
66,43,88,98
66,43,104,122
66,65,33,10
66,65,33,116
66,65,33,4
66,65,33,37
66,65,33,158
66,65,33,0
66,65,33,243
66,65,33,121
66,65,33,28
66,65,33,162
66,65,33,186
66,65,33,187
66,65,33,5
66,65,33,33
66,65,33,25
66,65,33,230
66,65,33,59
66,65,33,58
66,65,33,191
66,65,33,94
66,65,36,213
66,65,36,121
66,65,36,167
66,65,36,134
66,65,36,208
66,65,36,251
66,65,36,81
66,65,36,47
66,65,36,16
66,65,36,82
66,65,36,192
66,65,36,71
66,65,36,64
66,65,36,168
66,65,36,83
66,65,38,101
66,65,38,17
66,65,38,129
66,65,38,219
66,65,38,55
66,65,38,231
66,65,38,188
66,65,38,239
66,65,38,15
66,65,38,92
66,65,38,100
66,65,38,69
66,65,39,47
66,65,39,101
66,65,39,56
66,65,39,216
66,65,39,122
66,65,39,27
66,65,99,100
66,65,99,99
66,65,99,210
66,65,99,63
66,65,99,43
66,65,99,235
66,65,99,18
66,65,99,55
66,65,99,242
66,65,99,68
66,65,99,249
66,65,99,42
66,65,99,141
66,65,99,182
66,65,101,127
66,65,101,138
66,65,101,117
66,65,101,34
66,65,108,228
66,65,108,146
66,65,108,129
