ip_split1,ip_split2,ip_split3,ip_split4
27,115,15,13
27,115,15,14
27,115,15,66
27,115,15,74
27,115,15,98
27,115,15,122
27,115,15,162
27,115,15,178
27,115,15,210
27,115,15,242
27,115,15,250
27,115,16,154
27,115,17,106
27,115,17,182
27,115,17,242
27,115,18,42
27,115,18,43
27,115,18,44
27,115,18,45
27,115,18,46
27,115,18,50
27,115,18,58
27,115,18,98
27,115,18,106
27,115,18,114
27,115,18,130
27,115,18,142
27,115,18,170
27,115,18,178
27,115,18,198
27,115,18,202
27,115,18,206
27,115,19,34
27,115,19,70
27,115,19,90
27,115,19,124
27,115,19,146
27,115,19,166
27,115,19,186
27,115,20,234
27,115,20,238
27,115,20,250
27,115,21,2
27,115,21,14
27,115,21,20
27,115,21,26
27,115,21,30
27,115,21,34
27,115,21,42
27,115,21,46
27,115,21,58
27,115,21,66
27,115,21,74
27,115,21,78
27,115,21,90
27,115,21,102
27,115,21,110
27,115,21,114
27,115,21,122
27,115,21,130
27,115,21,142
27,115,21,154
27,115,21,196
27,115,21,202
27,115,21,210
27,115,21,218
27,115,21,234
27,115,21,242
27,115,21,250
27,115,22,10
27,115,22,14
27,115,22,38
27,115,22,42
27,115,22,54
27,115,22,66
27,115,22,78
27,115,22,86
27,115,22,94
27,115,22,126
27,115,22,142
27,115,22,149
27,115,22,153
27,115,22,198
27,115,22,238
27,115,23,18
27,115,23,30
27,115,23,86
27,115,23,110
27,115,23,114
27,115,23,126
27,115,23,130
27,115,23,138
27,115,23,154
27,115,23,202
27,115,24,218
27,115,24,221
27,115,24,222
27,115,25,6
27,115,25,181
27,115,25,242
27,115,26,122
27,115,26,130
27,115,26,138
27,115,26,146
27,115,26,158
27,115,27,42
27,115,27,46
27,115,27,62
27,115,27,98
27,115,27,130
27,115,27,202
27,115,27,206
27,115,27,214
27,115,27,218
27,115,27,230
27,115,27,254
27,115,28,10
27,115,28,34
27,115,28,74
27,115,28,78
27,115,28,98
27,115,28,102
27,115,28,106
27,115,28,170
27,115,28,182
27,115,28,194
27,115,28,210
27,115,28,218
27,115,28,222
27,115,29,2
27,115,29,10
27,115,29,26
27,115,29,30
27,115,29,42
27,115,29,82
27,115,29,90
27,115,29,98
27,115,29,110
27,115,29,114
27,115,29,154
27,115,29,178
27,115,29,211
27,115,29,242
27,115,29,250
27,115,30,122
27,115,30,158
27,115,32,46
27,115,32,78
27,115,32,130
27,115,32,138
27,115,32,142
27,115,32,154
27,115,32,178
27,115,32,195
27,115,32,226
27,115,32,227
27,115,32,228
27,115,32,229
27,115,32,230
27,115,32,231
27,115,32,232
27,115,32,233
27,115,32,234
27,115,32,235
27,115,32,236
27,115,32,237
27,115,32,238
27,115,33,22
27,115,33,42
27,115,33,70
27,115,33,74
27,115,33,98
27,115,33,102
27,115,33,110
27,115,33,142
27,115,33,178
27,115,33,222
27,115,33,226
27,115,33,242
27,115,34,34
27,115,34,58
27,115,34,86
27,115,34,94
27,115,34,95
27,115,34,162
27,115,34,170
27,115,34,178
27,115,34,187
27,115,34,211
27,115,34,213
27,115,34,214
27,115,34,216
27,115,34,217
27,115,34,218
27,115,34,219
27,115,34,220
27,115,34,222
27,115,34,238
27,115,35,34
27,115,35,130
27,115,35,242
27,115,36,2
27,115,36,38
27,115,36,78
27,115,36,106
27,115,36,154
27,115,36,162
27,115,36,202
27,115,36,210
27,115,36,218
27,115,37,2
27,115,37,7
27,115,37,9
27,115,37,30
27,115,37,38
27,115,37,42
27,115,37,46
27,115,37,54
27,115,37,66
27,115,37,70
27,115,37,110
27,115,37,122
27,115,37,155
27,115,37,156
27,115,37,210
27,115,37,226
27,115,37,246
27,115,37,250
27,115,38,30
27,115,38,34
27,115,38,42
27,115,38,54
27,115,38,74
27,115,38,82
27,115,38,98
27,115,38,102
27,115,38,114
27,115,38,126
27,115,38,130
27,115,38,194
27,115,38,222
27,115,38,250
27,115,39,22
27,115,39,41
27,115,39,42
27,115,39,50
27,115,39,74
27,115,39,86
27,115,39,110
27,115,39,138
27,115,39,162
27,115,39,187
27,115,39,202
27,115,39,234
27,115,40,106
27,115,40,130
27,115,40,138
27,115,40,250
27,115,41,22
27,115,41,66
27,115,41,118
27,115,41,122
27,115,41,130
27,115,41,138
27,115,41,139
27,115,41,162
27,115,41,170
27,115,41,171
27,115,42,86
27,115,42,90
27,115,42,106
27,115,43,34
27,115,43,35
27,115,43,37
27,115,43,38
27,115,43,39
27,115,43,53
27,115,43,54
27,115,43,106
27,115,43,118
27,115,43,178
27,115,43,198
27,115,44,22
27,115,44,77
27,115,44,94
27,115,44,106
27,115,44,110
27,115,44,114
27,115,44,138
27,115,44,142
27,115,44,154
27,115,44,158
27,115,44,166
27,115,44,198
27,115,44,222
27,115,44,226
27,115,44,246
27,115,45,2
27,115,45,18
27,115,45,30
27,115,45,42
27,115,45,66
27,115,45,94
27,115,45,98
27,115,45,130
27,115,45,138
27,115,45,182
27,115,45,196
27,115,45,197
27,115,45,211
27,115,45,230
27,115,45,242
27,115,45,246
27,115,46,20
27,115,46,22
27,115,46,29
27,115,46,34
27,115,46,42
27,115,46,50
27,115,46,79
27,115,46,81
27,115,46,82
27,115,46,83
27,115,46,85
27,115,46,87
27,115,46,89
27,115,46,91
27,115,46,93
27,115,46,94
27,115,46,98
27,115,46,99
27,115,46,114
27,115,46,138
27,115,46,139
27,115,46,143
27,115,46,145
27,115,46,147
27,115,46,149
27,115,46,150
27,115,46,151
27,115,46,154
27,115,46,155
27,115,46,157
27,115,46,159
27,115,46,161
27,115,46,163
27,115,46,165
27,115,46,167
27,115,46,169
27,115,46,171
27,115,46,175
27,115,46,178
27,115,46,179
27,115,46,181
27,115,46,183
27,115,46,185
27,115,46,186
27,115,46,187
27,115,46,189
27,115,46,190
27,115,46,202
27,115,46,205
27,115,47,6
27,115,47,82
27,115,47,106
27,115,47,114
27,115,47,134
27,115,47,158
27,115,47,163
27,115,47,166
27,115,47,186
27,115,47,188
27,115,47,222
27,115,47,234
27,115,47,250
27,115,48,2
27,115,48,18
27,115,48,30
27,115,48,33
27,115,48,34
27,115,48,54
27,115,48,162
27,115,48,178
27,115,48,190
27,115,48,194
27,115,48,230
27,115,49,2
27,115,49,10
27,115,49,30
27,115,49,42
27,115,49,46
27,115,49,54
27,115,49,58
27,115,49,59
27,115,49,60
27,115,49,61
27,115,49,62
27,115,49,82
27,115,49,114
27,115,49,122
27,115,49,124
27,115,49,142
27,115,49,154
27,115,49,222
27,115,49,242
27,115,49,251
27,115,49,252
27,115,49,254
27,115,50,26
27,115,50,27
27,115,50,28
27,115,50,29
27,115,50,30
27,115,50,66
27,115,50,101
27,115,50,114
27,115,50,130
27,115,50,133
27,115,50,170
27,115,50,188
27,115,50,189
27,115,50,194
27,115,50,210
27,115,50,222
27,115,50,226
27,115,50,242
27,115,50,250
27,115,51,22
27,115,51,38
27,115,51,54
27,115,51,94
27,115,51,114
27,115,51,158
27,115,51,162
27,115,51,166
27,115,51,186
27,115,51,254
27,115,52,18
27,115,52,35
27,115,52,44
27,115,52,51
27,115,52,52
27,115,52,53
27,115,52,66
27,115,52,74
27,115,52,82
27,115,52,83
27,115,52,90
27,115,52,134
27,115,52,142
27,115,52,202
27,115,52,206
27,115,52,212
27,115,52,218
27,115,52,234
27,115,52,242
27,115,53,10
27,115,53,18
27,115,53,26
27,115,53,42
27,115,53,54
27,115,53,66
27,115,53,70
27,115,53,78
27,115,53,82
27,115,53,86
27,115,53,90
27,115,53,134
27,115,53,139
27,115,53,170
27,115,53,186
27,115,53,190
27,115,53,218
27,115,53,234
27,115,53,250
27,115,54,42
27,115,54,50
27,115,54,110
27,115,54,138
27,115,54,162
27,115,54,222
27,115,54,242
27,115,54,254
27,115,55,18
27,115,55,34
27,115,55,50
27,115,55,62
27,115,55,66
27,115,55,73
27,115,55,74
27,115,55,82
27,115,55,90
27,115,55,94
27,115,55,110
27,115,55,122
27,115,55,198
27,115,55,202
27,115,55,242
27,115,55,254
27,115,56,10
27,115,56,18
27,115,56,42
27,115,56,86
27,115,56,90
27,115,56,98
27,115,56,102
27,115,56,142
27,115,56,170
27,115,56,178
27,115,56,194
27,115,57,58
27,115,57,66
27,115,57,122
27,115,57,162
27,115,58,2
27,115,58,46
27,115,58,66
27,115,58,82
27,115,58,114
27,115,58,118
27,115,58,134
27,115,58,158
27,115,58,162
27,115,58,166
27,115,58,228
27,115,58,242
27,115,58,254
27,115,59,138
27,115,59,170
27,115,59,194
27,115,60,10
27,115,60,26
27,115,60,54
27,115,60,70
27,115,60,82
27,115,60,134
27,115,60,138
27,115,60,154
27,115,60,166
27,115,60,171
27,115,60,181
27,115,60,182
27,115,60,183
27,115,60,185
27,115,60,186
27,115,60,230
27,115,60,254
27,115,61,2
27,115,61,50
27,115,61,54
27,115,61,66
27,115,61,70
27,115,61,114
27,115,61,118
27,115,61,125
27,115,61,126
27,115,61,130
27,115,61,138
27,115,61,170
27,115,61,194
27,115,61,206
27,115,62,22
27,115,62,46
27,115,62,54
27,115,62,102
27,115,62,126
27,115,62,134
27,115,62,158
27,115,62,170
27,115,62,194
27,115,62,218
27,115,62,237
27,115,63,10
27,115,63,22
27,115,63,42
27,115,63,58
27,115,63,98
27,115,63,122
27,115,63,124
27,115,63,226
27,115,64,2
27,115,64,6
27,115,64,62
27,115,64,194
27,115,64,238
27,115,65,1
27,115,65,2
27,115,65,3
27,115,65,4
27,115,65,5
27,115,65,6
27,115,65,7
27,115,65,8
27,115,65,9
27,115,65,10
27,115,65,11
27,115,65,12
27,115,65,13
27,115,65,14
27,115,65,15
27,115,65,16
27,115,65,17
27,115,65,18
27,115,65,19
27,115,65,20
27,115,65,21
27,115,65,22
27,115,65,23
27,115,65,24
27,115,65,25
27,115,65,26
27,115,65,27
27,115,65,28
27,115,65,29
27,115,65,30
27,115,65,31
27,115,65,32
27,115,65,33
27,115,65,34
27,115,65,35
27,115,65,36
27,115,65,37
27,115,65,38
27,115,65,39
27,115,65,40
27,115,65,41
27,115,65,42
27,115,65,43
27,115,65,44
27,115,65,45
27,115,65,46
27,115,65,47
27,115,65,48
27,115,65,49
27,115,65,50
27,115,65,51
27,115,65,52
27,115,65,53
27,115,65,54
27,115,65,55
27,115,65,56
27,115,65,57
27,115,65,58
27,115,65,59
27,115,65,60
27,115,65,61
27,115,65,62
27,115,66,6
27,115,66,10
27,115,66,18
27,115,66,42
27,115,66,50
27,115,66,54
27,115,66,58
27,115,66,66
27,115,66,70
27,115,66,94
27,115,66,98
27,115,66,123
27,115,66,138
27,115,66,142
27,115,66,210
27,115,66,214
27,115,66,218
27,115,67,28
27,115,67,50
27,115,67,74
27,115,67,114
27,115,67,122
27,115,69,20
27,115,69,36
27,115,69,58
27,115,69,75
27,115,69,82
27,115,69,98
27,115,69,114
27,115,69,130
27,115,69,138
27,115,69,154
27,115,69,170
27,115,69,179
27,115,69,180
27,115,69,186
27,115,69,202
27,115,69,210
27,115,69,234
27,115,70,2
27,115,70,14
27,115,70,58
27,115,70,62
27,115,70,66
27,115,70,86
27,115,70,94
27,115,70,122
27,115,70,150
27,115,70,162
27,115,70,163
27,115,70,178
27,115,70,179
27,115,70,194
27,115,70,202
27,115,70,218
27,115,70,222
27,115,71,22
27,115,71,30
27,115,71,34
27,115,71,46
27,115,71,58
27,115,71,82
27,115,71,86
27,115,71,94
27,115,71,110
27,115,71,122
27,115,71,134
27,115,71,146
27,115,71,166
27,115,71,186
27,115,71,190
27,115,71,198
27,115,71,202
27,115,71,206
27,115,71,242
27,115,72,18
27,115,72,50
27,115,72,54
27,115,72,58
27,115,72,74
27,115,72,86
27,115,72,94
27,115,72,102
27,115,72,122
27,115,72,134
27,115,72,138
27,115,72,142
27,115,72,158
27,115,72,206
27,115,72,234
27,115,72,246
27,115,72,250
27,115,72,254
27,115,73,6
27,115,73,22
27,115,73,34
27,115,73,46
27,115,73,58
27,115,73,82
27,115,73,102
27,115,73,110
27,115,73,118
27,115,73,194
27,115,73,214
27,115,73,218
27,115,73,222
27,115,73,226
27,115,73,250
27,115,74,2
27,115,74,10
27,115,74,26
27,115,74,34
27,115,74,54
27,115,74,58
27,115,74,62
27,115,74,66
27,115,74,70
27,115,74,78
27,115,74,86
27,115,74,90
27,115,74,98
27,115,74,138
27,115,74,146
27,115,74,226
27,115,74,227
27,115,74,228
27,115,74,229
27,115,74,230
27,115,74,250
27,115,75,2
27,115,75,18
27,115,75,22
27,115,75,30
27,115,75,34
27,115,75,42
27,115,75,58
27,115,75,70
27,115,75,78
27,115,75,86
27,115,75,102
27,115,75,110
27,115,75,158
27,115,75,166
27,115,75,174
27,115,75,186
27,115,75,206
27,115,75,210
27,115,75,214
27,115,75,242
27,115,75,250
27,115,76,10
27,115,76,18
27,115,76,19
27,115,76,20
27,115,76,66
27,115,76,70
27,115,76,86
27,115,76,90
27,115,76,146
27,115,76,178
27,115,76,186
27,115,76,210
27,115,76,214
27,115,76,222
27,115,76,234
27,115,76,246
27,115,76,254
27,115,80,122
27,115,80,178
27,115,84,6
27,115,84,7
27,115,84,8
27,115,84,9
27,115,84,10
27,115,84,11
27,115,84,12
27,115,84,13
27,115,84,14
27,115,84,15
27,115,84,16
27,115,84,17
27,115,84,18
27,115,84,19
27,115,84,20
27,115,84,21
27,115,84,22
27,115,84,23
27,115,84,24
27,115,84,25
27,115,84,26
27,115,84,27
27,115,84,28
27,115,84,29
27,115,84,30
27,115,84,31
27,115,84,32
27,115,85,18
27,115,85,26
27,115,85,34
27,115,85,59
27,115,85,66
27,115,85,82
27,115,85,98
27,115,85,101
27,115,85,114
27,115,85,122
27,115,85,138
27,115,85,182
27,115,85,193
27,115,85,214
27,115,85,254
27,115,86,34
27,115,86,38
27,115,86,42
27,115,86,82
27,115,86,94
27,115,86,106
27,115,86,110
27,115,86,114
27,115,86,118
27,115,86,134
27,115,86,202
27,115,86,229
27,115,86,234
27,115,86,235
27,115,86,236
27,115,86,237
27,115,86,242
27,115,87,12
27,115,87,26
27,115,87,106
27,115,87,122
27,115,87,170
27,115,87,202
27,115,87,214
27,115,87,218
27,115,87,234
27,115,87,250
27,115,88,2
27,115,88,42
27,115,88,50
27,115,88,146
27,115,88,158
27,115,88,169
27,115,88,178
27,115,88,194
27,115,88,198
27,115,88,206
27,115,88,234
27,115,88,246
27,115,89,42
27,115,89,98
27,115,89,130
27,115,89,134
27,115,89,162
27,115,89,166
27,115,89,174
27,115,89,178
27,115,89,198
27,115,89,214
27,115,89,222
27,115,89,226
27,115,90,38
27,115,90,54
27,115,90,74
27,115,90,78
27,115,90,82
27,115,90,94
27,115,90,130
27,115,90,146
27,115,90,194
27,115,90,198
27,115,90,226
27,115,90,230
27,115,91,2
27,115,91,14
27,115,91,38
27,115,91,46
27,115,91,90
27,115,91,114
27,115,91,118
27,115,91,130
27,115,91,162
27,115,91,188
27,115,91,190
27,115,91,242
27,115,92,18
27,115,92,34
27,115,92,38
27,115,92,42
27,115,92,53
27,115,92,54
27,115,92,58
27,115,92,106
27,115,92,114
27,115,92,118
27,115,92,138
27,115,92,161
27,115,92,178
27,115,92,182
27,115,92,214
27,115,92,226
27,115,93,19
27,115,93,20
27,115,93,74
27,115,93,90
27,115,93,102
27,115,93,114
27,115,93,115
27,115,93,122
27,115,93,138
27,115,93,139
27,115,93,154
27,115,93,155
27,115,93,198
27,115,93,202
27,115,93,218
27,115,93,226
27,115,93,227
27,115,93,234
27,115,93,242
27,115,94,2
27,115,94,34
27,115,94,42
27,115,94,66
27,115,94,124
27,115,94,130
27,115,94,131
27,115,94,132
27,115,94,133
27,115,94,134
27,115,94,222
27,115,94,226
27,115,94,230
27,115,94,238
27,115,95,6
27,115,95,62
27,115,95,86
27,115,95,106
27,115,95,130
27,115,95,170
27,115,96,2
27,115,96,78
27,115,96,98
27,115,96,110
27,115,96,130
27,115,96,146
27,115,96,190
27,115,96,206
27,115,96,218
27,115,96,238
27,115,97,2
27,115,97,10
27,115,97,42
27,115,97,90
27,115,97,106
27,115,97,250
27,115,98,30
27,115,98,50
27,115,98,58
27,115,98,82
27,115,98,102
27,115,98,110
27,115,98,122
27,115,98,131
27,115,98,146
27,115,98,150
27,115,98,186
27,115,98,187
27,115,98,188
27,115,98,189
27,115,98,190
27,115,98,210
27,115,98,229
27,115,98,253
27,115,99,34
27,115,99,36
27,115,99,38
27,115,99,54
27,115,99,58
27,115,99,114
27,115,99,134
27,115,99,154
27,115,99,186
27,115,99,190
27,115,99,194
27,115,99,198
27,115,99,214
27,115,99,218
27,115,99,230
27,115,100,138
27,115,100,146
27,115,100,154
27,115,100,155
27,115,100,156
27,115,100,157
27,115,100,158
27,115,100,229
27,115,100,242
27,115,101,14
27,115,101,26
27,115,101,30
27,115,101,38
27,115,101,90
27,115,101,94
27,115,101,106
27,115,101,114
27,115,101,118
27,115,101,121
27,115,101,126
27,115,101,138
27,115,101,150
27,115,101,154
27,115,101,158
27,115,101,170
27,115,101,186
27,115,101,218
27,115,101,222
27,115,101,254
27,115,102,2
27,115,102,22
27,115,102,54
27,115,102,78
27,115,102,82
27,115,102,86
27,115,102,98
27,115,102,110
27,115,102,122
27,115,102,138
27,115,103,30
27,115,103,50
27,115,103,74
27,115,103,86
27,115,103,94
27,115,103,122
27,115,103,154
27,115,103,211
27,115,104,110
27,115,104,246
27,115,104,250
27,115,105,66
27,115,105,74
27,115,106,2
27,115,106,18
27,115,106,22
27,115,106,30
27,115,106,38
27,115,106,49
27,115,106,50
27,115,106,55
27,115,106,57
27,115,106,58
27,115,106,130
27,115,106,138
27,115,106,162
27,115,106,166
27,115,106,186
27,115,106,194
27,115,106,202
27,115,106,228
27,115,107,6
27,115,107,38
27,115,107,66
27,115,107,74
27,115,107,82
27,115,107,86
27,115,107,118
27,115,107,126
27,115,107,130
27,115,107,138
27,115,107,142
27,115,107,154
27,115,107,155
27,115,107,157
27,115,107,158
27,115,107,162
27,115,107,194
27,115,107,222
27,115,108,38
27,115,108,126
27,115,108,138
27,115,108,170
27,115,108,174
27,115,108,198
27,115,108,210
27,115,109,34
27,115,109,62
27,115,109,86
27,115,109,90
27,115,109,94
27,115,109,130
27,115,109,222
27,115,109,226
27,115,109,238
27,115,110,51
27,115,110,106
27,115,110,116
27,115,110,122
27,115,110,171
27,115,110,194
27,115,111,22
27,115,111,26
27,115,111,38
27,115,111,46
27,115,111,54
27,115,111,58
27,115,111,66
27,115,111,101
27,115,111,102
27,115,111,105
27,115,111,130
27,115,111,158
27,115,111,186
27,115,111,194
27,115,111,226
27,115,111,235
27,115,111,237
27,115,111,250
27,115,112,42
27,115,112,49
27,115,112,102
27,115,112,106
27,115,112,126
27,115,112,162
27,115,112,170
27,115,112,174
27,115,112,182
27,115,112,198
27,115,112,250
27,115,113,6
27,115,113,34
27,115,113,38
27,115,113,54
27,115,113,74
27,115,113,106
27,115,113,134
27,115,113,138
27,115,113,142
27,115,113,238
27,115,113,254
27,115,114,10
27,115,114,14
27,115,114,38
27,115,114,50
27,115,114,62
27,115,114,63
27,115,114,69
27,115,114,70
27,115,114,102
27,115,114,113
27,115,114,114
27,115,114,122
27,115,114,130
27,115,114,131
27,115,114,141
27,115,114,142
27,115,114,146
27,115,114,178
27,115,114,194
27,115,114,210
27,115,114,226
27,115,114,234
27,115,114,242
27,115,114,250
27,115,114,251
27,115,114,252
27,115,114,253
27,115,114,254
27,115,115,22
27,115,115,34
27,115,115,46
27,115,115,50
27,115,115,74
27,115,115,110
27,115,115,130
27,115,115,146
27,115,115,174
27,115,115,206
27,115,115,207
27,115,115,218
27,115,115,222
27,115,115,254
27,115,116,10
27,115,116,14
27,115,116,15
27,115,116,17
27,115,116,18
27,115,116,46
27,115,116,50
27,115,116,66
27,115,116,166
27,115,116,202
27,115,116,210
27,115,117,6
27,115,117,10
27,115,117,46
27,115,117,62
27,115,117,82
27,115,117,86
27,115,117,102
27,115,117,126
27,115,117,156
27,115,117,162
27,115,117,182
27,115,117,183
27,115,117,185
27,115,117,187
27,115,117,189
27,115,117,197
27,115,117,202
27,115,117,214
27,115,117,218
27,115,117,222
27,115,117,242
27,115,117,246
27,115,117,254
27,115,118,66
27,115,118,186
27,115,118,230
27,115,118,235
27,115,118,252
27,115,119,35
27,115,119,202
27,115,119,210
27,115,119,218
27,115,120,98
27,115,121,10
27,115,121,18
27,115,121,26
27,115,121,58
27,115,121,68
27,115,121,74
27,115,121,86
27,115,121,90
27,115,121,98
27,115,121,116
27,115,121,234
27,115,121,250
27,115,125,47
27,115,125,121
27,115,125,123
27,115,125,124
27,115,125,126
27,115,125,146
27,115,125,155
27,115,125,186
27,115,125,210
27,115,125,211
27,115,125,242
27,115,126,14
27,115,126,22
27,115,126,226
27,115,127,146
27,115,127,162
27,115,127,170
27,115,127,194
27,115,127,212
27,115,127,218
43,254,220,2
43,254,220,7
43,254,220,9
43,254,220,20
43,254,220,22
43,254,220,29
43,254,220,37
43,254,220,38
43,254,220,44
43,254,220,50
43,254,220,53
43,254,220,54
43,254,220,56
43,254,220,57
43,254,220,66
43,254,220,130
43,254,220,131
43,254,220,132
43,254,220,133
43,254,220,136
43,254,220,137
43,254,220,150
43,254,220,151
43,254,220,157
43,254,220,158
43,254,220,164
43,254,220,165
43,254,220,166
43,254,220,167
43,254,220,172
43,254,220,173
43,254,220,176
43,254,220,180
43,254,220,185
43,254,220,187
43,254,220,188
43,254,220,189
43,254,220,201
43,254,220,207
43,254,220,208
43,254,220,209
43,254,220,210
43,254,220,213
43,254,220,215
43,254,220,217
43,254,220,221
43,254,220,222
43,254,220,234
43,254,220,239
43,254,220,241
43,254,220,253
45,253,25,18
45,253,25,26
58,246,1,50
58,246,1,202
58,246,1,210
58,246,3,50
58,246,4,54
58,246,4,62
58,246,5,35
58,246,5,39
58,246,5,40
58,246,5,45
58,246,5,50
58,246,5,54
58,246,5,60
58,246,5,66
58,246,5,70
58,246,6,3
58,246,6,26
58,246,6,28
58,246,6,58
58,246,6,66
58,246,6,106
58,246,6,150
58,246,6,158
58,246,6,242
58,246,6,246
58,246,6,250
58,246,7,88
58,246,7,92
58,246,9,49
58,246,9,50
58,246,10,3
58,246,10,20
58,246,10,21
58,246,10,22
58,246,10,24
58,246,10,99
58,246,12,83
58,246,12,84
58,246,12,85
58,246,12,122
58,246,12,123
58,246,12,154
58,246,12,162
58,246,12,186
58,246,12,187
58,246,12,188
58,246,12,189
58,246,13,130
58,246,13,142
58,246,13,154
58,246,13,178
58,246,14,66
58,246,14,154
58,246,14,157
58,246,14,228
58,246,14,229
58,246,14,242
58,246,15,202
58,246,16,66
58,246,18,242
58,246,19,34
58,246,19,74
58,246,19,90
58,246,19,91
58,246,19,92
58,246,19,250
58,246,20,2
58,246,20,34
58,246,20,36
58,246,20,37
58,246,20,38
58,246,21,2
58,246,21,3
58,246,21,4
58,246,21,5
58,246,21,6
58,246,21,7
58,246,21,8
58,246,21,9
58,246,21,10
58,246,21,11
58,246,21,12
58,246,21,13
58,246,21,14
58,246,21,15
58,246,21,16
58,246,21,17
58,246,21,18
58,246,21,19
58,246,21,20
58,246,21,21
58,246,21,22
58,246,21,23
58,246,21,24
58,246,21,25
58,246,21,26
58,246,21,27
58,246,21,28
58,246,21,29
58,246,21,30
58,246,21,162
58,246,23,102
58,246,24,165
58,246,24,234
58,246,24,235
58,246,24,237
58,246,24,242
58,246,24,243
58,246,24,244
58,246,24,245
58,246,24,246
58,246,25,219
58,246,26,42
58,246,26,50
58,246,27,3
58,246,27,50
58,246,27,226
58,246,27,227
58,246,27,228
58,246,27,229
58,246,27,230
58,246,27,245
58,246,29,10
58,246,29,162
58,246,29,186
58,246,29,189
58,246,29,221
58,246,29,222
58,246,30,54
58,246,30,82
58,246,30,194
58,246,30,245
58,246,30,247
58,246,30,248
58,246,32,108
58,246,32,115
58,246,32,116
58,246,32,117
58,246,32,118
58,246,33,18
58,246,33,42
58,246,33,126
58,246,33,218
58,246,33,230
58,246,34,2
58,246,34,28
58,246,34,42
58,246,34,46
58,246,34,122
58,246,35,98
58,246,36,34
58,246,36,130
58,246,36,210
58,246,36,211
58,246,36,237
58,246,36,250
58,246,37,118
58,246,38,54
58,246,38,170
58,246,38,171
58,246,38,172
58,246,38,173
58,246,39,26
58,246,39,82
58,246,39,106
58,246,39,138
58,246,39,146
58,246,39,154
58,246,39,210
58,246,40,8
58,246,40,16
58,246,40,17
58,246,40,23
58,246,40,24
58,246,40,34
58,246,41,138
58,246,41,154
58,246,41,162
58,246,41,166
58,246,41,170
58,246,41,174
58,246,41,210
58,246,42,38
58,246,43,106
